id,name,designation,greek,constellation,search,wikistatus,ra1,ra2,ra3,dec1,dec2,dec3,ra,dec,appmag_v,class,mass,radius,text,xrefs
12,"AL MAAZ",,,Aurigae,,,5,1,58.13245,43,49,23.9059,1.3175877731872,0.764860999655975,2.98,"F0 Iab (or II-III",,,"Victim of an interest cascade, its unusual eclipses caused by clouds of probes sent to investigate its unusual eclipses.",
13,"AL MINCHIR AL ASAD",,,Leonis,,,9,24,39.2591,26,10,56.367,2.46376924763021,0.456967762532814,4.473,K2III,,,"K-type dwarf, companion with biosphere spectral fingerprint VBR9188EA5F (""dinosaur planet"")",
14,"AL NAIR",,,Gruis,,,22,8,13.98473,-46,57,39.5078,5.79551011488577,-0.819623623030843,1.74,"B6 V",,,"Smooth A-type star, free from superfluous prominences.",
15,"AL NASL",,,Sagittarii,,,18,5,48.4881,-30,25,26.7235,4.73773175017227,-0.531000539999013,2.98,"K1 III",,,"K-type giant used as a staging host (""the Arrow's Tip"") by the stellar alchemists.",
16,"AL NIYAT",,,Scorpii,,,16,21,11.31571,-25,35,34.0515,4.28124289216901,-0.446678486632506,2.88,"B1 III",,,"Triple star, companion with biosphere spectral fingerprint OOO566AA012 (""ghost planet"")",
17,"AL RISCHA",,,Piscium,,,2,2,2.81972,2,45,49.541,0.532530477683205,0.0482367359756025,3.82,A,,,"Steam star, created in the twenty-first cosmic year by a now-vanished race of host plasms.",
18,"AL SHARAS",,,Crateris,,,11,11,39.5,-22,49,33,2.93066234128106,-0.398385946178139,4.48,A,,,"White giant star, home to a species of sessile, multi-eyed sentient plants, the β Crater Potaters.",
19,"AL SUHAIL AL MUHLIF",,,Velorum,,,9,7,59.75787,-43,25,57.3273,2.39108346704174,-0.758041714167615,2.23,"K4.5 Ib-II",,,"Irregular variable which has used up the hydrogen in its core, expanded, and, frankly, let itself go.",
20,"AL THALIMAIN POSTERIOR",,,Aquilae,,,19,36,43.27606,-1,17,11.7611,5.13441512475621,-0.0224554114891095,4.364,"B5 III",,,"Immense, fluffy star, prized for its beautiful feathery prominences, once hunted to near-extinction.",
21,"AL THALIMAIN PRIOR",,,Aquilae,,,19,6,14.93898,-4,52,57.2007,5.00145470024663,-0.0852166737496811,3.43,B9Vn,,,"Furiously rotating blue dwarf star, obscured by dense clouds of silicon.",
22,ALAMAK,,,Andromedae,,,2,3,53.9531,42,19,47.009,0.540612325140997,0.73879306786562,2.15,K3IIb,,,"Quadruple system, early member of the Skein, an unpopular hard-wired galactic communications network.",
23,ALATHFAR,,,Lyrae,,,18,24,13.8,39,30,26,4.81811229982425,0.689531106094849,5.12,A,,,"The so-called ""Siren Star"", swarms with dragons who find its hard gamma spectrum irresistible.",
24,ALBIREO,,,Cygni,,,19,30,45.3954,27,57,54.995,5.10838930873033,0.488086149216341,5.09,B8Ve,,,"It is not known whether the components of this orange-blue binary are truly orbiting or if they are just good friends.",
25,ALCHIBA,,,Corvi,,,12,8,24.8,-24,43,44,3.17830274552341,-0.431600531470953,4,"F2 IV",,,"White, moderate star with companion bearing biosphere spectral fingerprint GBS1AAF6563 (""utopia (toga) planet"")",
26,ALCOR,,,"Ursae Majoris",,,13,25,13.5,54,59,17,3.51345686734284,0.959722618714004,2.23,"A2 V/A2 V/A1 V ",,,"Hemispherical star, left incomplete for three cosmic years due to a zoning dispute.",
27,ALCYONE,,,Tauri,,,3,47,29.0765,24,6,18.494,0.992588853256599,0.420714011172818,2.873,B7IIIe,,,"Beautiful blue giant surrounded by a circumstellar gas disk, three dwarf companions and a herbaceous border.",
28,ALDAFAR,,,Lyrae,,,19,13,45.5,39,8,46,5.03422042224723,0.683228528240425,4.39,B,,,"Believed to be the image of <span class=""link"" star=""23"">ALATHFAR</span> (μ Lyrae) in a reflective nebula.",
29,ALDEBARAN,,,Tauri,,,4,35,55.239,16,30,33.49,1.20393095418572,0.288141690680868,0.85,K5III,,,"Benevolent orange giant, known for its relaxed and tolerant culture.",
30,ALDERAMIN,,,Cephei,,,21,18,34.7715,62,35,8.061,5.57885561495879,1.09232430437062,2.5141,A7IV-V,,,"Dessert star which has left the Main Sequence, fusing glucose into long-chain carbohydrates and caramels.",
31,ALDHAFERA,,,Leonis,,,10,16,41.41597,23,25,2.3221,2.69081890240213,0.408709191033828,3.33,"F0 III",,,"Dapper giant whose prominences braid themselves into elegant curlicues.",
32,ALDHANAB,,,Gruis,,,21,53,55.7262,-37,21,53.479,5.73309579329482,-0.652139749128403,3.003,"B8 III",,,"Member of the class of exasperating binaries, which move behind their companion star when observed.",
33,ALDIBAIN,,,Draconis,,,16,23,59.48594,61,30,51.1699,4.29347257640791,1.07362556865232,2.73,"G8 III",,,"One of the only stars to have been colonised, by an incredibly persistent race of renobots.",
34,ALFIRK,,,Cephei,,,21,28,39.5971,70,33,38.578,5.62283977379358,1.2315168187039,3.1438,B2IIIev,,,"Triple system with hesitant, jerky proper motion, implying a nearby unseen stellar predator.",
35,ALGENIB,,,Pegasi,,,0,13,14.15123,15,11,0.9368,0.0577523071760949,0.265003699829037,2.84,"B2 IV",,,"Large green star which was constructed from a pea as a demonstration of the Banach-Tarski Paradox.",
36,ALGIEBA,,,Leonis,,,10,19,58.35056,19,50,29.3468,2.70514038992949,0.346299245613577,2.01,"K0 IIIb",,,"Double giant system, planetary companion with biosphere spectral fingerprint RRRAAA560AA (""pirate planet"")",
37,ALGOL,,,Persei,,,3,8,10.1315,40,57,20.332,0.821041531908859,0.714810901009321,2.12,"B8V (A)",,,"Celestial lighthouse, its evil reputation is a galactic race memory of the brutal slavery used in its construction.",
38,ALGORAB,,,Corvi,,,12,29,51.85517,-16,30,55.5525,3.27190003873722,-0.288248652699263,2.962,"A0 IV(n) kB9",,,"Spindle-shaped star with a star-shaped profile, viewed from Earth. Believed to be a fruiting body of some kind.",
39,ALHENA,,,Geminorum,,,6,37,42.7105,16,23,57.4095,1.73534527781343,0.286221438228661,1.9,"A1 IV",,,"Pulsating star, believed to be the rejected core of a dying supergiant.",
40,ALIOTH,,,"Ursae Majoris",,,12,54,1.74959,55,57,35.3627,3.37733933638428,0.976683159698437,1.77,A0pCr,,,"Chromium-rich star, serves as the galactic magnetic pole in the metal cultures.",
41,ALKAFZAH,,,"Ursae Majoris",,,11,46,3,47,46,46,3.08072429592649,0.833908620329268,3.69,K,,,"Capital star of Ursa Major, with a long tradition of representative magnetohydrodynamics.",
42,ALKALUROPS,,,Boötis,,,15,24,29.4278,37,22,37.8,4.03385062211364,0.652354623400007,4.31,F0V,,,"Dub star with an oscillating core of dark matter, used by the stellar alchemists to transmit funky frequencies.",
43,ALKES,,,Crateris,,,10,59,46.4647,-18,17,55.62,2.87880895099795,-0.31937401827573,4.07,"K1 III",,,"K-type giant with companion with biosphere spectral fingerprint YIY55A38642 (""cowboy planet"")",
44,ALKURAH,,,Cephei,,,22,3,47.4,64,37,40.71,5.77612352624393,1.12797095264658,4.29,A,,,"Has the appearance of a white giant; thought by Struve and others to be a white spot on a far larger object.",
45,ALNILAM,,,Orionis,,,5,36,12.8,-1,12,6.9,1.46700741394297,-0.0209774031679285,1.7,"B0 Ia",,,"Blue giant and celestial omphalos, dreaded in galactic culture as a scar on the heavens.",
46,ALNITAK,,,Orionis,,,5,40,45.5,-1,56,34,1.48683871756875,-0.0339078688568009,2,"O9 Iab/O9/B0 III ",,,"Head office of the Orion supernova works. Approaching this star is not recommended due to high demiurgic activity.",
47,ALPHARD,,,Hydrae,,,9,27,35.2433,-8,39,30.969,2.47656717980308,-0.151121122246412,1.98,"K3 II-III",,,"Capital star of the neighbourhood known as The Star, leading to its grandiloquent nickname ""The Star of the Star"".",
48,ALPHEKKA,,,"Coronae Borealis",,,15,34,41.2681,26,42,52.895,4.07834490432777,0.466259352479109,2.21,A0V/G5V,,,"One of the second pair of line-of-sight cognates used by Yule to identify Old Earth. See also <span class=""link"" star=""1"">ACHERNAR</span>.",
49,"ALPHEKKA MERIDIANIA",,,"Coronae Australis",,,19,9,28.34097,-37,54,16.1022,5.0155192898525,-0.66155785217441,4.102,A2Va,,,"Old Earth, the moon of a gas giant orbiting a pulsar, lies midway between this star and <span class=""link"" star=""48"">ALPHEKKA</span>.",
50,ALSAFI,,,Draconis,,,19,32,21.59026,69,39,40.2354,5.11538479635739,1.2158168907379,4.674,"G9 V",,,"G-class swarf, a fragment left over from the machining process of a much larger star.",
51,ALSCIAUKAT,,,Lyncis,,,8,22,50.13,43,11,18.1,2.19403376772799,0.753779099929165,4.25,K,,,"Rare example of a feline species developing technological civilisation, due to an absence of hominid servants.",
52,ALSHAIN,,,Aquilae,,,19,55,18.8,6,24,24,5.21553831491379,0.111817427411103,3.7,"G8 IVvar",,,"Sacred in the heavens of all worlds inhabited by winged creatures, home to the first swan consort.",
53,ALSHAT,,,Capricorni,,,20,20,39.8,-12,45,33,5.32614855625893,-0.222689468144043,4.77,B,,,"Blue dwarf star with companion bearing biosphere spectral fingerprint XXXEE98012A (""pleasure planet"")",
54,ALTAIR,,,Aquilae,,,19,50,46.99855,8,52,5.9563,5.19577235568798,0.154781403967452,0.77,"A7 V",,,"Celestial form of the Trickster deity in exile, the eagle consort. Known for its rapid rotation.",
55,ALTAIS,,,Draconis,,,19,12,33.30197,67,39,41.5456,5.02897003334325,1.18091665772686,3.07,"G9 III",,,"Yellow giant, the famed Space Elephants' Graveyard. Note that space elephants are a myth, tourists may be disappointed.",
56,ALTARF,,,Cancri,,,8,16,30.9206,9,11,7.961,2.16645688195919,0.160317998991966,3.536,"K4III ",,,"K-giant, whose inhabitants worship reason and are involved in a bitter conflict with those of λ Leonis (the ""Tarf Wars"")",
57,ALTERF,,,Leonis,,,9,31,43.24,22,58,5.036,2.49460200875758,0.400868366758345,4.32,K,,,"K-giant, whose inhabitants worship reason and are involved in a bitter conflict with those of β Cancri (the ""Terf Wars"")",
58,ALUDRA,,,"Canis Majoris",,,7,24,5.70228,-29,18,11.1798,1.93773015121733,-0.511435672034259,2.45,"B5 Ia",,,"Leader of a pack of tough blue giants whose motto is ""Live fast, die young and leave a beautiful nebula.""",
59,"ALULA AUSTRALIS",,,"Ursae Majoris",,,11,18,11,31,31,45,2.95913302470422,0.550287768743379,3.7,"G0 Ve/G0 Ve",,,"""Herschel's Palindromic Binary,"" thought at first to move back and forth rather than round and round.",
60,"ALULA BOREALIS",,,"Ursae Majoris",,,11,18,28.73664,33,5,39.5107,2.96042286956356,0.57760464748056,3.49,"K3 III",,,"K-type giant whose spectrum features strong loneliness and melancholy-alpha emission lines.",
61,ALYA,,,Serpentis,,,18,56,13.2,4,12,13,4.95769500675249,0.0733668543623061,4.03,A,,,"Binary pair of A-type dwarf stars, one good and one evil, locked in a gravitational and moral stalemate.",
62,ALZIRR,,,Geminorum,,,6,45,17.36432,12,53,44.1311,1.76840863662913,0.225070538909027,3.35,"F5 IV",,,"Large F-class star which is moving off the Main Sequence, ""not before time"", according to its parent cluster.",
63,ANCHA,,,Aquarii,,,22,16,50.03635,-7,46,59.848,5.83303844771598,-0.135844056530097,4.175,"G8 III–IV",,,"G-type star whose inhabitants, a race of mystic pedants, insist that their planets are moons of a long-vanished primary.",
64,ANGETENAR,,,Eridani,,,2,51,2.3,-21,0,15,0.746295515947559,-0.366591864970976,4.75,K,,,"Not to be confused with τ¹, τ³, τ⁴, τ⁵, τ⁶, τ⁷, τ⁸ or τ⁹ Eridani, which were cloned from it in a replicator outbreak.",
65,ANKAA,,,Phoenicis,,,0,26,17.0514,-42,18,21.5539,0.114686414179942,-0.738378769849614,2.377,"K0.5 IIIb",,,"Quark star surrounded by an accretion disk of malodorous curds.",
66,ANTARES,,,Scorpii,,,16,29,24.4597,-26,25,55.2094,4.31710533513535,-0.461325473459627,1.09,"M1.5Iab-b + B2.5V",,,"Immense, irregular giant. Dark forms, none alike, move with ritual slowness over its vast red terraces.",
67,APOLLYON,,,Scorpii,,,17,47,35.08113,-40,7,37.1893,4.65821695146079,-0.700348217072701,3.03,"F2 Ia",,,"Glossy black star which appears to shine solely by reflected light.",
68,ARCTURUS,,,Boötis,,,14,15,39.7,19,10,56,3.73352834160889,0.334792935627001,-0.04,K1.5IIIFe-0.5,,,"Important local hub of stellar alchemy, inhabited by a race of incredibly tendentious demiurges.",
69,"ARKAB POSTERIOR",,,Sagittarii,,,19,23,13.2,-44,47,59,5.07550473126211,-0.781902656756648,3.96,F,,,"F-type giant, companion with biosphere spectral fingerprint HOL0045A966 (""hillbilly planet"")",
70,"ARKAB PRIOR",,,Sagittarii,,,19,22,38.3,-44,27,32,5.0729667316415,-0.775953992889435,3.96,B,,,"Home to an order of Clone Monks, one of the few celibate religious communities with an overpopulation problem.",
71,ARM,,,Capricorni,,,21,4,24.3,-19,51,18,5.51700758216973,-0.346535122983474,4.82,A,,,"Binary system whose planet has a figure-8 orbit about both stars and was depopulated in the Calendar Wars.",
72,ARNEB,,,Leporis,,,5,32,43.81612,-17,49,20.2414,1.45180967731966,-0.311057628140104,2.589,"F0 Ib",,,"Progressive star with a warm, analogue spectrum. Its pastel chromosphere is a breeding-ground for dragons.",
73,ARRAKIS,,,Draconis,,,17,5,19.7,54,28,13,4.47383883266315,0.950685691698122,5.7,F7V,,,"Not to be confused with the fictional planet of <span class=""link"" star=""111"">CANOPUS</span>. Don't ask the locals about sandworms. Really, just don't.",
74,ASAFJKERIU,,,Capricorni,,,21,26,40,-22,24,41,5.61414242724843,-0.391152526055985,3.77,G,,,"Barium star whose name is thought to be due to a scribal error, later officially adopted as a publicity stunt.",
75,ASCELLA,,,Sagittarii,,,19,2,36.73024,-29,52,48.2279,4.98558611287318,-0.521505485386285,2.59,"A2.5 Va",,,"Binary system located at a point of torsion on the galactic animal.",
76,"ASELLUS AUSTRALIS",,,Cancri,,,8,44,41.1,18,9,15,2.28937019645661,0.316849981289137,3.94,K0III,,,"Known as ARKUSHANANGARUSHASHUTU to the Babylonians, its heliacal rising marked the end of the Scrabble harvest.",
77,"ASELLUS BOREALIS",,,Cancri,,,8,43,17.1,21,28,7,2.28326154407463,0.374697949719127,4.66,A,,,"""Ghost star"", site of high demiurgic activity several cosmic years ago, now metal-depleted and forlorn.",
78,"ASELLUS PRIMUS",,,Boötis,,,14,25,11.79703,51,51,2.6769,3.77513241166881,0.904966195136489,4.05,"F7 V",,,"Funk star which is fusing bass nuclei from lighter elements, forming a set of rhythmic shells around its core.",
79,"ASELLUS SECUNDUS",,,Boötis,,,14,16,9.92995,51,22,2.0267,3.73572672560978,0.896527284826629,4.75,"A9 V",,,"Non-radially pulsating star with a companion that orbits on the downbeat, transmitting a rock-steady rhythm.",
80,"ASELLUS TERTIUS",,,Boötis,,,14,13,27.7,51,47,16,3.72392903072292,0.903867234513374,5,A8IV,,,"Rapidly rotating variable star in which hemiola fusion gives rise to intricate celestial crossbeats.",
81,ASMIDISKE,,,Puppis,,,7,49,17.65567,-24,51,35.2305,2.04768250451812,-0.433885121404514,3.35,"G6 Iab-Ib",,,"Home to a race which has transcended on a timeshare basis and lives in aloof discorporate bliss every other Wednesday.",
82,ASPIDISKE,,,Carinae,,,9,17,5.40686,-59,16,30.8353,2.43076418135708,-1.03454796376832,2.25,"A9 Ib",,,"White giant whose fourth planet is home to a race of respectable, hardy and decorative sentient plants.",
83,ATIK,,,Persei,,,3,44,19.132,32,17,17.69,0.978775699418873,0.563536223725691,3.83,B,,,"Located at the intersection of sixteen different species' television broadcasts, its inhabitants speak only in catchphrases.",
84,ATLAS,,,Tauri,,,3,49,9.7,24,3,12,0.999906400672768,0.419809862746369,3.62,"B8 III",,,"A star built by libertarian AIs in which radiation from furious debate is balanced by the weight of government subsidies.",
85,ATRIA,,,"Trianguli Australis",,,16,48,39.89508,-69,1,39.7626,4.40113096711466,-1.20476084660952,1.92,"K2 IIb-IIIa",,,"Home to a race of geometroids with the most stable stools and least stable relationships in the Galaxy.",
86,"AULAD AL THIBA",,,Boötis,,,14,16,23,46,5,18,3.73667720646769,0.80439316342332,4.18,A0p,,,"Dwarf star of low metallicity, where ""metal"" is used in its astrophysical sense of any music harder than doo-wop.",
87,AUVA,,,Virginis,,,12,55,36.20861,3,23,50.8932,3.38420859016431,0.0592970435554959,3.402,"M3 III",,,"Deteriorating red giant with prominent sunspots and a bad infestation of space lice.",
88,AVIOR,,,Carinae,,,8,22,30.83526,-59,30,34.1431,2.19263061463917,-1.03863643535658,1.86,"K3 III",,,"Named by the RAF in the 1930s, this binary star is one of the only two celestial systems on the Civil List.",
89,AZELFAFAGE,,,Cygni,,,21,42,5.6,51,11,23,5.68145395873367,0.893429195959086,4.67,B,,,"Intermittently variable star with high velocity, trailing behind it a series of expanding nebulae or ""faffs"".",
90,AZHA,,,Eridani,,,2,56,25.7,-8,53,53,0.769813827618182,-0.155300366469818,4.1,K,,,"Beguiling object referred to in ancient songs as the ""Double Helix"". A mature star which has commenced jazz fusion.",
91,"BAADE'S STAR",,,Cancri,,,5,34,31.97,22,0,52.1,1.45967484942303,0.384225023366611,16.5,Pulsar,,,"Cosmic hatchling, the result of one of the most celebrated birth events in recent millennia.",
92,BAHAM,,,Pegasi,,,22,10,12,6,11,52,5.80409242750714,0.10817162852916,3.53,A,,,"A-class dwarf with companion showing biosphere spectral fingerprint YDRA00C1000 (""gangster planet"")",
93,"BARNARD'S STAR",,,Ophiuchi,,,17,57,48.49803,4,41,36.2,4.70282588726236,0.0819150891876294,9.54,M4Ve,,,"Nearby monad of the galactic animal, interference with this object triggered the disastrous Phage War.",
94,BASEL,,,Persei,,,3,42,55.50426,47,47,15.1746,0.972694118548032,0.834050062781477,3.01,"B5 III",,,"Imprisons a local warrior deity: the worlds his bones, the moons his teeth, yea, the comets his streaming hair.",
95,"BATENTABAN AUSTRALIS",,,Draconis,,,18,20,45.4304,71,20,16.132,4.80295923490315,1.24507974323233,4.2004,A0sp,,,"The ""Southern Drumhead""; a resonant volume stretched over the mouth of an abandoned wormhole.",
96,"BATENTABAN BOREALIS",,,Draconis,,,18,21,3.38255,72,43,58.2518,4.80426475209195,1.26942766710444,3.57,F7V,,,"The ""Northern Drumhead"" (see <span class=""link"" star=""95"">BATENTABAN AUSTRALIS</span>): now in a state of disrepair and infested by dragons.",
97,BEEMIM,,,Eridani,,,4,35,33.0385,-30,33,44.429,1.2023164882666,-0.533413484354648,3.817,G8IIIa,,,"Home to immortal microbes whose vastly prolix language has only two words, ""beemim"" and ""theemim"" (""open"" and ""close"").",
98,BEID,,,Eridani,,,4,11,51.936,-6,50,15.29,1.09897099812776,-0.119338293564788,4.04,F,,,"Home system of the poet Kem, its native idioms are used Galaxy-wide, for reasons as beid as the tholes on one's snowth.",
99,BELLATRIX,,,Orionis,,,5,25,7.86325,6,20,58.9318,1.41865184892209,0.110823228721898,1.64,"B2 III",,,"B-type giant, home to a warrior race who have learnt new ways since the stronger females were wiped out by plague.",
100,BENETNASCH,,,"Ursae Majoris",,,13,47,32.43776,49,18,47.7602,3.61082716897316,0.86067886921693,1.85,"B3 V",,,"Rare example of a brown giant, an unpopular class of star with a formidable stellar wind.",
101,BETELGEUSE,,,Orionis,,,5,55,10.3053,7,24,25.426,1.54972913370916,0.129277633374139,0.42,M2Iab,,,"Magnificent stellar bonfire, the inrushing past light-cone of its detonation is already having strange local effects.",
102,BETRIA,,,"Trianguli Australis",,,15,55,8.56206,-63,25,50.6155,4.16759623971043,-1.10707502484183,2.85,"F1 V",,,"Fussy F-class star with three planets, each of which has three moons, each of which has three rings.",
103,BIRDUN,,,Centauri,,,13,39,53.25774,-53,27,59.0081,3.57743465560494,-0.933164564532732,2.27,"B1 III",,,"B-class giant which pulsates steadily due to opacity hysteresis, from dark to quite sheer (&lt;40 denier)",
104,"BIRHAN ISAT",,,Tauri,,,3,30,52.37,12,56,12.1,0.920106311168979,0.225787912380014,4.14,K0II-III,,,"K-giant orbited by Shun, home planet of the Hidden Masters. Open all hours, bookings essential for groups.",
105,"THE BLAZE STAR",,,"Coronae Borealis",,,15,59,30.16,25,55,12.6,4.18662017874974,0.452392250999017,10,M3III,,,"Recurrent nova which is thought to contain the imprisoned soul of a cosmic temptress.",
106,BOGARDUS,,,Aurigae,,,5,59,43.27012,37,12,45.3047,1.5695796955888,0.649482125125676,2.62,"A0pSi + F2-5V",,,"Binary system with planetary companion showing biosphere spectral fingerprint SPQ12A89BC0 (""ancient Roman planet"")",
107,BOTEJN,,,Arietis,,,3,11,37.76465,19,43,36.0397,0.836141040674639,0.344295476247779,4.349,"K2 III",,,"Notorious stellar entrepôt. Many's the idle hour whiled away by spacers over hot rum beneath its bloated limb.",
108,BRACHIUM,,,Librae,,,15,4,4.21608,-25,16,55.0606,3.94475071149688,-0.441253465658935,3.29,"M3/M4 III",,,"Abandoned red giant, remembered only in a song fragment: ""O supple airs of [lost|affordable] Brachium.""",
109,BUNDA,,,Aquarii,,,21,37,45.10931,-7,51,15.1299,5.66251054118663,-0.137081698106693,4.682,"A7 V",,,"Dry white star with an elegant spectroscopic bouquet hinting at the presence of an unseen binary companion.",
110,CALVERA,,,"Ursae Minoris",,,14,12,56,79,22,4,3.72162374166924,1.38522904221341,20,pulsar,,,"X-ray source, visible portion of a manifold parasite embedded in the galactic animal.",
111,CANOPUS,,,Carinae,,,6,23,57.1099,-52,41,44.378,1.67530590791159,-0.919712778207749,-0.72,"F0 II or F0 Ib",,,"Famous as the Second Star To The Right, travellers should memorise its spectrum as a navigational aid. See also: <span class=""link"" star=""131"">DENEB</span>.",
112,CAPELLA,,,Aurigae,,,5,16,41.3591,45,59,52.768,1.38181782770328,0.802816394191974,0.08,G,,,"By an inevitable coincidence, the hircine inhabitants of this quadruple system refer to <span class=""link"" star=""349"">SOL</span> as the ""Star of Apes"".",
113,CAPH,,,Cassiopeiae,,,0,9,10.68518,59,8,59.212,0.0400469563872401,1.03235843222284,2.28,"F2 III-IV",,,"Pulsating giant star,  anchored to the sky by a Skein remnant.",
114,CASTOR,,,Geminorum,,,7,34,35.87319,31,53,17.816,1.98355747300812,0.556555517582952,2,"A1 V + A2 Vm",,,"System of two A-giants and four M-dwarfs assembled by a demiurge who was basically showing off.",
115,CASTRA,,,Capricorni,,,21,37,4.8,-19,27,58,5.65957916544201,-0.339747731447941,4.5,B,,,"Triple-star system constructed from military salvage following the Reionisation War.",
116,CASTULA,,,Cephei,,,21,45,26.93,61,7,14.9,5.69609508949634,1.06675929841569,4.312,A2Iab,,,"Grand giant in a Gothic revival style, featuring immense solar buttresses supporting a filigree iron core.",
117,"CAYREL'S STAR",,,Ceti,,,1,29,30.31,-16,8,5.51,0.390539963969903,-0.281606499222248,10,A,,,"Ancient Population II star, set aside as a breeding reserve for angels, an endangered species.",
118,CELAENO,,,Tauri,,,3,44,48.2154,24,17,22.093,0.98089070395085,0.423931229912524,5.448,B7IV,,,"Capital of the Pleiades, a beautifully planned system with some of the highest tides in the Galaxy.",
119,CELBALRAI,,,Ophiuchi,,,17,43,28.35265,4,34,2.2955,4.64027435006729,0.0797144980724576,2.749,"K2 III",,,"K-type orange giant orbited by a stunningly beautiful ocean planet. Ah, the polychrome sunsets of Celbalrai Prime!",
120,CHARA,,,"Canum Venaticorum",,,12,33,44.54482,41,21,26.9248,3.28882170760311,0.721824180813667,4.26,"G0 V",,,"Perky G-dwarf with doubled emission lines in the delight-alpha spectrum, indicating high self-esteem.",
121,CHOO,,,Arae,,,17,31,50.49153,-49,52,34.122,4.58952445729372,-0.870502948452107,2.93,"B2 Vne",,,"Rapidly spinning stellar Catherine wheel with polar outflows, one of the few stars whose name is onomatopoeic.",
122,CHORT,,,Leonis,,,11,14,14.40446,15,25,46.4541,2.94192731150199,0.269296808848029,3.324,"A2 V",,,"A-type main sequence star with companion bearing biosphere spectra fingerprint YOL023AA459 (""bro planet"").",
123,CHOW,,,Serpentis,,,15,46,11.3,15,25,19,4.12852544015607,0.269163707615203,3.65,A,,,"A-dwarf, home system of the Tentacle, a tree which evolved into an orbital elevator.",
124,"COR CAROLI",,,"Canum Venaticorum",,,12,56,1.6674,38,19,6.167,3.38606000561878,0.668781890182208,2.8,A0pSiEuHg,,,"Widely-separated binary whose members are staying together for the sake of the planets.",
125,CURSA,,,Eridani,,,5,7,50.98549,-5,5,11.2055,1.34324797036916,-0.0887752294400818,2.796,"A3 III var",,,"Variable rectangular green or amber star, used as a Galactic placeholder.",
126,"DABIH MAJOR",,,Capricorni,,,20,21,0.7,-14,46,53,5.32766844714921,-0.257983904128817,3.05,K,,,"Has a complicated spectrum showing features typical of K-giants, B-dwarfs and halogen downlighting.",
127,"DABIH MINOR",,,Capricorni,,,20,21,0.7,-14,46,53,5.32766844714921,-0.257983904128817,6.09,A,,,"Bright A-type giant with elevated levels of zinc and manganese, indicating a healthy immune system.",
128,DALIM,,,Fornacis,,,3,12,4.5277,-28,59,15.425,0.838087304592872,-0.505929377380001,3.85,F8IV,,,"Dwarf star, home to a race of energy beings who are unique in their refusal to meddle with protagonists.",
129,DELTA,,,Andromedae,,,0,39,19.67518,30,51,39.6783,0.171600421535791,0.538626440067082,3.28,"K3 III",,,"K-giant held in a vast conical fold in space-time known as The Sconce. Prone to spluttering.",
